Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  376172/675793      operator new(unsigned long, void*) [81]
                0.00    0.00  374427/782817      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [79]
-----------------------------------------------
                0.00    0.00  146338/369615      std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [118]
                0.00    0.00  223277/369615      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [100]
[92]     0.0    0.00    0.00  369615         __gnu_cxx::new_allocator<int>::max_size() const [92]
-----------------------------------------------
                0.00    0.00   69619/309652      std::vector<int, std::allocator<int> >::cbegin() const [128]
                0.00    0.00  119912/309652      std::vector<int, std::allocator<int> >::end() const [119]
                0.00    0.00  120121/309652      std::vector<int, std::allocator<int> >::begin() const [120]
[93]     0.0    0.00    0.00  309652         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [93]
-----------------------------------------------
                0.00    0.00     149/282591      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [162]
                0.00    0.00     188/282591      void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [53]
                0.00    0.00  282254/282591      bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [111]
[94]     0.0    0.00    0.00  282591         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [94]
-----------------------------------------------
                0.00    0.00  248604/248604      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
[95]     0.0    0.00    0.00  248604         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [95]
-----------------------------------------------
                0.00    0.00  231097/231097      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [57]
[96]     0.0    0.00    0.00  231097         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [96]
                0.00    0.00  226487/226487      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [100]
-----------------------------------------------
                0.00    0.00  228989/228989      void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [98]
[97]     0.0    0.00    0.00  228989         void __gnu_cxx::new_allocator<std::pair<int, int> >::destroy<std::pair<int, int> >(std::pair<int, int>*) [97]
-----------------------------------------------
                0.00    0.00  228947/228947      void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [38]
[98]     0.0    0.00    0.00  228947         void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [98]
                0.00    0.00  228989/228989      void __gnu_cxx::new_allocator<std::pair<int, int> >::destroy<std::pair<int, int> >(std::pair<int, int>*) [97]
-----------------------------------------------
                0.00    0.00  228912/228912      void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [38]
[99]     0.0    0.00    0.00  228912         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [99]
-----------------------------------------------
                0.00    0.00  226487/226487      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [96]
[100]    0.0    0.00    0.00  226487         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [100]
                0.00    0.00  223277/369615      __gnu_cxx::new_allocator<int>::max_size() const [92]
-----------------------------------------------
                0.00    0.00  224175/224175      std::vector<int, std::allocator<int> >::~vector() [19]
[101]    0.0    0.00    0.00  224175         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [101]
                0.00    0.00  195709/195709      void std::_Destroy<int*>(int*, int*) [104]
-----------------------------------------------
                0.00    0.00  216224/216224      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [32]
[102]    0.0    0.00    0.00  216224         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [102]
-----------------------------------------------
                0.00    0.00    9265/201622      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [143]
                0.00    0.00  192357/201622      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [68]
[103]    0.0    0.00    0.00  201622         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [103]
-----------------------------------------------
                0.00    0.00  195709/195709      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [101]
[104]    0.0    0.00    0.00  195709         void std::_Destroy<int*>(int*, int*) [104]
                0.00    0.00  195347/195347      void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [105]
-----------------------------------------------
                0.00    0.00  195347/195347      void std::_Destroy<int*>(int*, int*) [104]
[105]    0.0    0.00    0.00  195347         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [105]
-----------------------------------------------
                0.00    0.00  192223/192223      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
[106]    0.0    0.00    0.00  192223         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [106]
                0.00    0.00  204302/456850      std::allocator<int>::~allocator() [86]
-----------------------------------------------
                0.00    0.00  185958/185958      std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [135]
[107]    0.0    0.00    0.00  185958         std::remove_reference<int&>::type&& std::move<int&>(int&) [107]
-----------------------------------------------
                0.00    0.00   40458/168482      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [65]
                0.00    0.00  128024/168482      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [64]
[108]    0.0    0.00    0.00  168482         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [108]
                0.00    0.00  175807/1821278     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [78]
-----------------------------------------------
                0.00    0.00   69943/146856      std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [71]
                0.00    0.00   76913/146856      std::vector<int, std::allocator<int> >::max_size() const [63]
[109]    0.0    0.00    0.00  146856         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [109]
                0.00    0.00  145300/145434      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [110]
                0.00    0.00  140795/140795      std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [118]
-----------------------------------------------
                0.00    0.00       1/145434      std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::_S_max_size(std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [208]
                0.00    0.00     133/145434      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [152]
                0.00    0.00  145300/145434      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [109]
[110]    0.0    0.00    0.00  145434         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [110]
-----------------------------------------------
                0.00    0.00  141127/141127      main [13]
[111]    0.0    0.00    0.00  141127         bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [111]
                0.00    0.00  282254/282591      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [94]
-----------------------------------------------
                0.00    0.00  141120/141120      main [13]
[112]    0.0    0.00    0.00  141120         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [112]
-----------------------------------------------
                0.00    0.00  141120/141120      main [13]
[113]    0.0    0.00    0.00  141120         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [113]
-----------------------------------------------
                0.00    0.00  141120/141120      std::tuple_element<0ul, std::pair<int, int> >::type& std::get<0ul, int, int>(std::pair<int, int>&) [116]
[114]    0.0    0.00    0.00  141120         int& std::__pair_get<0ul>::__get<int, int>(std::pair<int, int>&) [114]
-----------------------------------------------
                0.00    0.00  141120/141120      std::tuple_element<1ul, std::pair<int, int> >::type& std::get<1ul, int, int>(std::pair<int, int>&) [117]
[115]    0.0    0.00    0.00  141120         int& std::__pair_get<1ul>::__get<int, int>(std::pair<int, int>&) [115]
-----------------------------------------------
                0.00    0.00  141120/141120      main [13]
[116]    0.0    0.00    0.00  141120         std::tuple_element<0ul, std::pair<int, int> >::type& std::get<0ul, int, int>(std::pair<int, int>&) [116]
                0.00    0.00  141120/141120      int& std::__pair_get<0ul>::__get<int, int>(std::pair<int, int>&) [114]
-----------------------------------------------
                0.00    0.00  141120/141120      main [13]
[117]    0.0    0.00    0.00  141120         std::tuple_element<1ul, std::pair<int, int> >::type& std::get<1ul, int, int>(std::pair<int, int>&) [117]
                0.00    0.00  141120/141120      int& std::__pair_get<1ul>::__get<int, int>(std::pair<int, int>&) [115]
-----------------------------------------------
                0.00    0.00  140795/140795      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [109]
[118]    0.0    0.00    0.00  140795         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [118]
                0.00    0.00  146338/369615      __gnu_cxx::new_allocator<int>::max_size() const [92]
-----------------------------------------------
                0.00    0.00  130193/130193      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
[119]    0.0    0.00    0.00  130193         std::vector<int, std::allocator<int> >::end() const [119]
                0.00    0.00  119912/309652      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [93]
-----------------------------------------------
                0.00    0.00  116223/116223      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
[120]    0.0    0.00    0.00  116223         std::vector<int, std::allocator<int> >::begin() const [120]
                0.00    0.00  120121/309652      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [93]
-----------------------------------------------
                0.00    0.00  114108/114108      int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [43]
[121]    0.0    0.00    0.00  114108         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [121]
-----------------------------------------------
                0.00    0.00   83859/83859       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [66]
[122]    0.0    0.00    0.00   83859         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [122]
-----------------------------------------------
                0.00    0.00   81974/81974       std::allocator<int>::allocator() [126]
[123]    0.0    0.00    0.00   81974         __gnu_cxx::new_allocator<int>::new_allocator() [123]
-----------------------------------------------
                0.00    0.00   73417/73417       int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [62]
[124]    0.0    0.00    0.00   73417         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&) [124]
-----------------------------------------------
                0.00    0.00   71240/71240       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [127]
[125]    0.0    0.00    0.00   71240         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [125]
-----------------------------------------------
                0.00    0.00      15/70748       main [13]
                0.00    0.00    8017/70748       indexToPerm(int, int) [5]
                0.00    0.00    9178/70748       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [143]
                0.00    0.00   53538/70748       Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
[126]    0.0    0.00    0.00   70748         std::allocator<int>::allocator() [126]
                0.00    0.00   81974/81974       __gnu_cxx::new_allocator<int>::new_allocator() [123]
-----------------------------------------------
                0.00    0.00   69758/69758       std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [11]
[127]    0.0    0.00    0.00   69758         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [127]
                0.00    0.00   71240/71240       void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [125]
-----------------------------------------------
                0.00    0.00   69638/69638       std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [7]
[128]    0.0    0.00    0.00   69638         std::vector<int, std::allocator<int> >::cbegin() const [128]
                0.00    0.00   69619/309652      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [93]
-----------------------------------------------
                0.00    0.00   68926/68926       std::vector<int, std::allocator<int> >::_S_use_relocate() [132]
[129]    0.0    0.00    0.00   68926         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [129]
-----------------------------------------------
                0.00    0.00   66476/66476       indexToPerm(int, int) [5]
[130]    0.0    0.00    0.00   66476         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [130]
                0.00    0.00   71425/1821278     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [78]
-----------------------------------------------
                0.00    0.00   65725/65725       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [134]
[131]    0.0    0.00    0.00   65725         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [131]
                0.00    0.00  127789/500058      int& std::forward<int&>(std::remove_reference<int&>::type&) [82]
-----------------------------------------------
                0.00    0.00   65378/65378       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [15]
[132]    0.0    0.00    0.00   65378         std::vector<int, std::allocator<int> >::_S_use_relocate() [132]
                0.00    0.00   68926/68926       std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [129]
-----------------------------------------------
                0.00    0.00      79/65116       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [53]
                0.00    0.00   65037/65116       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [48]
[133]    0.0    0.00    0.00   65116         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [133]
                0.00    0.00  121983/500058      int& std::forward<int&>(std::remove_reference<int&>::type&) [82]
                0.00    0.00   64446/64446       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [134]
-----------------------------------------------
                0.00    0.00   64446/64446       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [133]
[134]    0.0    0.00    0.00   64446         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [134]
                0.00    0.00  123486/500058      int& std::forward<int&>(std::remove_reference<int&>::type&) [82]
                0.00    0.00   70664/675793      operator new(unsigned long, void*) [81]
                0.00    0.00   65725/65725       std::pair<int, int>::pair<int&, int&, true>(int&, int&) [131]
-----------------------------------------------
                0.00    0.00   61682/61682       Swap(std::vector<int, std::allocator<int> > const&, int) [10]
[135]    0.0    0.00    0.00   61682         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [135]
                0.00    0.00  185958/185958      std::remove_reference<int&>::type&& std::move<int&>(int&) [107]
-----------------------------------------------
                0.00    0.00       7/59977       main [13]
                0.00    0.00   59970/59977       _GLOBAL__sub_I__Z11indexToPermii [1]
[136]    0.0    0.00    0.00   59977         std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::operator[](unsigned long) [136]
-----------------------------------------------
                0.00    0.00   43884/43884       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [64]
[137]    0.0    0.00    0.00   43884         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [137]
                0.00    0.00   38771/38771       int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [138]
-----------------------------------------------
                0.00    0.00   38771/38771       int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [137]
[138]    0.0    0.00    0.00   38771         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [138]
-----------------------------------------------
                0.00    0.00      66/36940       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [164]
                0.00    0.00   36874/36940       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [55]
[139]    0.0    0.00    0.00   36940         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [139]
-----------------------------------------------
                0.00    0.00   33227/33227       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [15]
[140]    0.0    0.00    0.00   33227         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [140]
                0.00    0.00   72339/1821278     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [78]
-----------------------------------------------
                0.00    0.00      17/9977        main [13]
                0.00    0.00    9960/9977        indexToPerm(int, int) [5]
[141]    0.0    0.00    0.00    9977         std::vector<int, std::allocator<int> >::vector() [141]
                0.00    0.00    9161/9161        std::_Vector_base<int, std::allocator<int> >::_Vector_base() [142]
-----------------------------------------------
                0.00    0.00    9161/9161        std::vector<int, std::allocator<int> >::vector() [141]
[142]    0.0    0.00    0.00    9161         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [142]
                0.00    0.00    9057/9057        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [143]
-----------------------------------------------
                0.00    0.00    9057/9057        std::_Vector_base<int, std::allocator<int> >::_Vector_base() [142]
[143]    0.0    0.00    0.00    9057         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [143]
                0.00    0.00    9265/201622      std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [103]
                0.00    0.00    9178/70748       std::allocator<int>::allocator() [126]
-----------------------------------------------
                0.00    0.00     566/566         std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [52]
[144]    0.0    0.00    0.00     566         std::pair<int, int>* std::__niter_base<std::pair<int, int>*>(std::pair<int, int>*) [144]
-----------------------------------------------
                0.00    0.00     262/262         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [164]
[145]    0.0    0.00    0.00     262         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [145]
-----------------------------------------------
                0.00    0.00       7/197         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [179]
                0.00    0.00     190/197         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [53]
[146]    0.0    0.00    0.00     197         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() [146]
-----------------------------------------------
                0.00    0.00      63/195         __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [159]
                0.00    0.00     132/195         std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [150]
[147]    0.0    0.00    0.00     195         __gnu_cxx::new_allocator<std::pair<int, int> >::max_size() const [147]
-----------------------------------------------
                0.00    0.00     186/186         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_use_relocate() [149]
[148]    0.0    0.00    0.00     186         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [148]
-----------------------------------------------
                0.00    0.00     177/177         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [53]
[149]    0.0    0.00    0.00     177         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_use_relocate() [149]
                0.00    0.00     186/186         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [148]
-----------------------------------------------
                0.00    0.00     148/148         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [152]
[150]    0.0    0.00    0.00     148         std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [150]
                0.00    0.00     132/195         __gnu_cxx::new_allocator<std::pair<int, int> >::max_size() const [147]
-----------------------------------------------
                0.00    0.00      72/147         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [160]
                0.00    0.00      75/147         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [158]
[151]    0.0    0.00    0.00     147         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [151]
-----------------------------------------------
                0.00    0.00     143/143         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [153]
[152]    0.0    0.00    0.00     143         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [152]
                0.00    0.00     148/148         std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [150]
                0.00    0.00     133/145434      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [110]
-----------------------------------------------
                0.00    0.00     141/141         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [164]
[153]    0.0    0.00    0.00     141         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [153]
                0.00    0.00     143/143         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [152]
                0.00    0.00     134/134         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() const [154]
-----------------------------------------------
                0.00    0.00     134/134         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [153]
[154]    0.0    0.00    0.00     134         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() const [154]
-----------------------------------------------
                0.00    0.00       7/113         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~_Vector_base() [177]
