Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.01  104729/282221      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [25]
                0.00    0.00   37799/37799       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [66]
                0.00    0.00   64951/662832      bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [34]
                0.00    0.00   69758/69758       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [127]
-----------------------------------------------
                0.00    0.00    8923/3599550     _GLOBAL__sub_I__Z11indexToPermii [1]
                0.00    0.00   40320/3599550     main [13]
                0.00    0.00   70349/3599550     indexToPerm(int, int) [5]
                0.00    0.00  126665/3599550     Swap(std::vector<int, std::allocator<int> > const&, int) [10]
                0.05    0.00 3353293/3599550     permToIndex(std::vector<int, std::allocator<int> > const&) [3]
[12]     8.1    0.05    0.00 3599550         std::vector<int, std::allocator<int> >::operator[](unsigned long) [12]
-----------------------------------------------
                                                 <spontaneous>
[13]     7.9    0.00    0.05                 main [13]
                0.01    0.04  302400/367538      std::vector<int, std::allocator<int> >::push_back(int const&) [9]
                0.00    0.00   40320/3599550     std::vector<int, std::allocator<int> >::operator[](unsigned long) [12]
                0.00    0.00      15/73111       std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [24]
                0.00    0.00      32/198734      std::vector<int, std::allocator<int> >::~vector() [19]
                0.00    0.00       7/705617      std::vector<int, std::allocator<int> >::size() const [33]
                0.00    0.00  141127/141127      bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [111]
                0.00    0.00  141120/141120      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [113]
                0.00    0.00  141120/141120      std::tuple_element<0ul, std::pair<int, int> >::type& std::get<0ul, int, int>(std::pair<int, int>&) [116]
                0.00    0.00  141120/141120      std::tuple_element<1ul, std::pair<int, int> >::type& std::get<1ul, int, int>(std::pair<int, int>&) [117]
                0.00    0.00  141120/141120      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [112]
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::data() [166]
                0.00    0.00      17/9977        std::vector<int, std::allocator<int> >::vector() [141]
                0.00    0.00      15/70748       std::allocator<int>::allocator() [126]
                0.00    0.00      15/456850      std::allocator<int>::~allocator() [86]
                0.00    0.00       7/59977       std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::operator[](unsigned long) [136]
                0.00    0.00       7/73          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [158]
                0.00    0.00       7/71          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [160]
                0.00    0.00       1/1           std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::allocator() [194]
                0.00    0.00       1/1           std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::vector(unsigned long, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [211]
                0.00    0.00       1/3           std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::~allocator() [185]
                0.00    0.00       1/1           std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::~vector() [212]
-----------------------------------------------
                0.01    0.04  119249/119249      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
[14]     7.4    0.01    0.04  119249         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [14]
                0.00    0.04  114324/114324      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [17]
-----------------------------------------------
                0.01    0.04   33827/33827       std::vector<int, std::allocator<int> >::push_back(int const&) [9]
[15]     7.3    0.01    0.04   33827         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [15]
                0.02    0.01   77882/77882       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [23]
                0.00    0.01   31989/31989       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [55]
                0.00    0.00   31944/243373      std::vector<int, std::allocator<int> >::begin() [30]
                0.00    0.00   39416/250063      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [31]
                0.00    0.00   36874/227031      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [57]
                0.00    0.00   73031/475689      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [84]
                0.00    0.00   72368/1821278     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [78]
                0.00    0.00   65378/65378       std::vector<int, std::allocator<int> >::_S_use_relocate() [132]
                0.00    0.00   34755/782817      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [79]
                0.00    0.00   33742/374113      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [90]
                0.00    0.00   33227/33227       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [140]
-----------------------------------------------
                0.01    0.00  221907/736029      std::vector<int, std::allocator<int> >::end() [26]
                0.01    0.00  243553/736029      std::vector<int, std::allocator<int> >::begin() [30]
                0.01    0.00  270569/736029      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [25]
[16]     6.5    0.04    0.00  736029         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [16]
-----------------------------------------------
                0.00    0.04  114324/114324      int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [14]
[17]     5.8    0.00    0.04  114324         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [17]
                0.01    0.03  113463/113463      int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [18]
-----------------------------------------------
                0.01    0.03  113463/113463      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [17]
[18]     5.8    0.01    0.03  113463         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [18]
                0.00    0.03  113831/113831      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
-----------------------------------------------
                0.00    0.00      32/198734      main [13]
                0.00    0.00    9154/198734      indexToPerm(int, int) [5]
                0.01    0.00   61584/198734      permToIndex(std::vector<int, std::allocator<int> > const&) [3]
                0.01    0.00   63342/198734      Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
                0.01    0.00   64622/198734      _GLOBAL__sub_I__Z11indexToPermii [1]
[19]     4.6    0.02    0.01  198734         std::vector<int, std::allocator<int> >::~vector() [19]
                0.00    0.01  202569/202569      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
                0.00    0.00  224175/224175      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [101]
                0.00    0.00  204329/475689      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [84]
-----------------------------------------------
                0.00    0.01   72527/196934      std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [24]
                0.01    0.01  124407/196934      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
[20]     4.3    0.01    0.02  196934         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [20]
                0.01    0.00  179236/179236      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [28]
                0.00    0.00  191129/191129      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [68]
-----------------------------------------------
                0.00    0.03  123078/123078      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
[21]     4.2    0.00    0.03  123078         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
                0.01    0.00  258334/258334      int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [37]
                0.01    0.00  131526/131526      int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [43]
                0.01    0.00  106915/177666      int* std::__niter_wrap<int*>(int* const&, int*) [42]
                0.00    0.00  118439/404484      int* std::__niter_base<int*>(int*) [88]
-----------------------------------------------
                0.00    0.03  113831/113831      int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [18]
[22]     4.2    0.00    0.03  113831         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
                0.00    0.03  123078/123078      int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
                0.00    0.00  248604/248604      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [95]
-----------------------------------------------
                0.02    0.01   77882/77882       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [15]
[23]     4.0    0.02    0.01   77882         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [23]
                0.00    0.01   63991/63991       std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [45]
-----------------------------------------------
                0.00    0.00      15/73111       main [13]
                0.00    0.00    9100/73111       indexToPerm(int, int) [5]
                0.00    0.02   63996/73111       Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
[24]     4.0    0.00    0.02   73111         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [24]
                0.01    0.00   66908/66908       std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [29]
                0.00    0.01   72527/196934      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [20]
                0.00    0.00   66129/66129       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [71]
-----------------------------------------------
                0.00    0.00   43912/282221      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [65]
                0.00    0.00   64667/282221      std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [7]
                0.00    0.00   68913/282221      indexToPerm(int, int) [5]
                0.00    0.01  104729/282221      std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [11]
[25]     4.0    0.01    0.01  282221         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [25]
                0.01    0.00  270569/736029      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [16]
-----------------------------------------------
                0.00    0.00    9194/222663      indexToPerm(int, int) [5]
                0.00    0.00   37489/222663      std::vector<int, std::allocator<int> >::push_back(int const&) [9]
                0.00    0.00   62886/222663      Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
                0.01    0.01  113094/222663      std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [11]
[26]     3.6    0.01    0.01  222663         std::vector<int, std::allocator<int> >::end() [26]
                0.01    0.00  221907/736029      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [16]
-----------------------------------------------
                0.00    0.00   73012/524727      isIdentity(std::vector<int, std::allocator<int> > const&) [67]
                0.01    0.00  199764/524727      Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
                0.01    0.00  251951/524727      Swap(std::vector<int, std::allocator<int> > const&, int) [10]
[27]     2.4    0.02    0.00  524727         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [27]
-----------------------------------------------
                0.01    0.00  179236/179236      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [20]
[28]     2.3    0.01    0.00  179236         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [28]
                0.00    0.00  190157/227031      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [57]
-----------------------------------------------
                0.01    0.00   66908/66908       std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [24]
[29]     2.3    0.01    0.00   66908         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [29]
                0.00    0.00   76943/76943       int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [59]
                0.00    0.00   65429/475689      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [84]
-----------------------------------------------
                0.00    0.00   31944/243373      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [15]
                0.00    0.00   58405/243373      Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
                0.00    0.00   76113/243373      std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [7]
                0.00    0.00   76911/243373      indexToPerm(int, int) [5]
[30]     2.1    0.00    0.01  243373         std::vector<int, std::allocator<int> >::begin() [30]
                0.01    0.00  243553/736029      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [16]
-----------------------------------------------
                0.00    0.00   39416/250063      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [15]
                0.00    0.01  210647/250063      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
[31]     1.6    0.00    0.01  250063         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [31]
                0.01    0.00  231587/231587      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [32]
-----------------------------------------------
                0.01    0.00  231587/231587      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [31]
[32]     1.6    0.01    0.00  231587         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [32]
                0.00    0.00  216224/216224      __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [102]
-----------------------------------------------
                0.00    0.00       1/705617      _GLOBAL__sub_I__Z11indexToPermii [1]
                0.00    0.00       7/705617      main [13]
                0.00    0.00   58467/705617      permToIndex(std::vector<int, std::allocator<int> > const&) [3]
                0.00    0.00   67850/705617      isIdentity(std::vector<int, std::allocator<int> > const&) [67]
                0.00    0.00  120924/705617      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
                0.00    0.00  146174/705617      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [55]
                0.00    0.00  312194/705617      Swap(std::vector<int, std::allocator<int> > const&, int) [10]
[33]     1.6    0.01    0.00  705617         std::vector<int, std::allocator<int> >::size() const [33]
-----------------------------------------------
                0.00    0.00   64951/662832      std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [11]
                0.01    0.00  597881/662832      void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [8]
[34]     1.6    0.01    0.00  662832         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [34]
                0.00    0.00 1429339/1821278     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [78]
-----------------------------------------------
                0.01    0.00  593373/593373      void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [8]
[35]     1.6    0.01    0.00  593373         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [35]
-----------------------------------------------
                0.01    0.00  552437/552437      void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [8]
[36]     1.6    0.01    0.00  552437         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [36]
-----------------------------------------------
                0.01    0.00  258334/258334      int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
[37]     1.6    0.01    0.00  258334         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [37]
                0.00    0.00  263383/408360      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [87]
-----------------------------------------------
                0.00    0.01  228971/228971      std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [50]
[38]     1.6    0.00    0.01  228971         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [38]
                0.00    0.01  228920/228920      void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [40]
                0.00    0.00  228969/686804      std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [80]
                0.00    0.00  228947/228947      void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [98]
                0.00    0.00  228912/228912      std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [99]
-----------------------------------------------
                0.01    0.00  228940/228940      void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [40]
[39]     1.6    0.01    0.00  228940         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [39]
                0.00    0.00  228950/675793      operator new(unsigned long, void*) [81]
                0.00    0.00  228924/457863      std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [85]
-----------------------------------------------
                0.00    0.01  228920/228920      void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [38]
[40]     1.6    0.00    0.01  228920         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [40]
                0.01    0.00  228940/228940      void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [39]
                0.00    0.00  228939/457863      std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [85]
-----------------------------------------------
                0.00    0.00   74790/189732      std::vector<int, std::allocator<int> >::max_size() const [63]
                0.01    0.00  114942/189732      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
[41]     1.6    0.01    0.00  189732         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
-----------------------------------------------
                0.00    0.00   70751/177666      int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [62]
                0.01    0.00  106915/177666      int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
[42]     1.6    0.01    0.00  177666         int* std::__niter_wrap<int*>(int* const&, int*) [42]
-----------------------------------------------
                0.01    0.00  131526/131526      int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
[43]     1.6    0.01    0.00  131526         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [43]
                0.00    0.00  114108/114108      int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [121]
-----------------------------------------------
                0.01    0.00   76171/76171       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [47]
[44]     1.6    0.01    0.00   76171         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [44]
-----------------------------------------------
                0.00    0.01   63991/63991       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [23]
[45]     1.6    0.00    0.01   63991         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [45]
                0.00    0.01   61338/61338       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [47]
-----------------------------------------------
                0.01    0.00   63965/63965       std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [7]
[46]     1.6    0.01    0.00   63965         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [46]
                0.00    0.00  144977/408360      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [87]
-----------------------------------------------
                0.00    0.01   61338/61338       std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [45]
[47]     1.6    0.00    0.01   61338         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [47]
