9Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      15/98626       std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [39]
                0.00    0.00      15/653362      std::allocator<int>::~allocator() [35]
                0.00    0.00       7/10853258     std::vector<int, std::allocator<int> >::size() const [25]
                0.00    0.00  141127/141127      bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [126]
                0.00    0.00  141120/141120      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [128]
                0.00    0.00  141120/141120      std::tuple_element<0ul, std::pair<int, int> >::type& std::get<0ul, int, int>(std::pair<int, int>&) [131]
                0.00    0.00  141120/141120      std::tuple_element<1ul, std::pair<int, int> >::type& std::get<1ul, int, int>(std::pair<int, int>&) [132]
                0.00    0.00  141120/141120      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [127]
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::data() [177]
                0.00    0.00      17/12347       std::vector<int, std::allocator<int> >::vector() [148]
                0.00    0.00      15/110973      std::allocator<int>::allocator() [134]
                0.00    0.00       7/86291       std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::operator[](unsigned long) [143]
                0.00    0.00       7/103         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [171]
                0.00    0.00       7/103         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [170]
                0.00    0.00       1/1           std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::allocator() [213]
                0.00    0.00       1/3           std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::~allocator() [199]
                0.00    0.00       1/1           std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::vector(unsigned long, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [224]
                0.00    0.00       1/1           std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::~vector() [225]
-----------------------------------------------
                0.00    0.03   86285/86285       Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
[9]     12.6    0.00    0.03   86285         Swap(std::vector<int, std::allocator<int> > const&, int) [9]
                0.00    0.02   86285/172567      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
                0.00    0.00  345139/718837      std::vector<int, std::allocator<int> >::operator[](unsigned long) const [29]
                0.00    0.00  172569/5155689     std::vector<int, std::allocator<int> >::operator[](unsigned long) [13]
                0.00    0.00  431423/10853258     std::vector<int, std::allocator<int> >::size() const [25]
                0.00    0.00   86284/86284       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [144]
-----------------------------------------------
                0.00    0.02   12328/12328       _GLOBAL__sub_I__Z11indexToPermii [1]
[10]    11.4    0.00    0.02   12328         indexToPerm(int, int) [10]
                0.00    0.02   98625/98625       std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [24]
                0.00    0.01   98628/401028      std::vector<int, std::allocator<int> >::push_back(int const&) [11]
                0.00    0.00   12328/283540      std::vector<int, std::allocator<int> >::~vector() [5]
                0.00    0.00   12328/98626       std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [39]
                0.00    0.00   98628/5155689     std::vector<int, std::allocator<int> >::operator[](unsigned long) [13]
                0.00    0.00   12329/653362      std::allocator<int>::~allocator() [35]
                0.00    0.00  110954/345351      std::vector<int, std::allocator<int> >::begin() [118]
                0.00    0.00   98625/3673955     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [85]
                0.00    0.00   98625/98625       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [140]
                0.00    0.00   12330/12347       std::vector<int, std::allocator<int> >::vector() [148]
                0.00    0.00   12329/304023      std::vector<int, std::allocator<int> >::end() [120]
                0.00    0.00   12329/98614       void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [142]
                0.00    0.00   12328/110973      std::allocator<int>::allocator() [134]
-----------------------------------------------
                0.00    0.01   98628/401028      indexToPerm(int, int) [10]
                0.00    0.02  302400/401028      main [8]
[11]    10.7    0.00    0.02  401028         std::vector<int, std::allocator<int> >::push_back(int const&) [11]
                0.00    0.02   49451/49451       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
                0.00    0.00  351578/401028      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [117]
                0.00    0.00   49450/304023      std::vector<int, std::allocator<int> >::end() [120]
-----------------------------------------------
                0.00    0.02   49451/49451       std::vector<int, std::allocator<int> >::push_back(int const&) [11]
[12]    10.7    0.00    0.02   49451         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
                0.01    0.00   98895/98976       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [31]
                0.00    0.01   49451/49488       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [37]
                0.00    0.00   49447/333030      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [16]
                0.00    0.00   49450/1769594     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [28]
                0.00    0.00   98896/98970       std::vector<int, std::allocator<int> >::_S_use_relocate() [135]
                0.00    0.00   98895/653720      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [112]
                0.00    0.00   98895/20483509     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [62]
                0.00    0.00   49450/345351      std::vector<int, std::allocator<int> >::begin() [118]
                0.00    0.00   49450/49487       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [145]
                0.00    0.00   49450/6085302     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [68]
                0.00    0.00   49450/401028      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [117]
-----------------------------------------------
                0.00    0.00   12328/5155689     _GLOBAL__sub_I__Z11indexToPermii [1]
                0.00    0.00   40320/5155689     main [8]
                0.00    0.00   98628/5155689     indexToPerm(int, int) [10]
                0.00    0.00  172569/5155689     Swap(std::vector<int, std::allocator<int> > const&, int) [9]
                0.02    0.00 4831844/5155689     permToIndex(std::vector<int, std::allocator<int> > const&) [3]
[13]     9.5    0.02    0.00 5155689         std::vector<int, std::allocator<int> >::operator[](unsigned long) [13]
-----------------------------------------------
                0.00    0.02   86285/86285       _GLOBAL__sub_I__Z11indexToPermii [1]
[14]     9.5    0.00    0.02   86285         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [14]
                0.01    0.01   86189/86285       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [18]
                0.00    0.00  172570/2145383     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00      96/96          void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [53]
                0.00    0.00      96/103         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [170]
-----------------------------------------------
                0.02    0.00 4235441/4235441     std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [17]
[15]     9.5    0.02    0.00 4235441         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [15]
-----------------------------------------------
                0.00    0.00       7/333030      std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [55]
                0.00    0.00      37/333030      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [54]
                0.00    0.00   49447/333030      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
                0.00    0.02  283539/333030      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [7]
[16]     9.5    0.00    0.02  333030         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [16]
                0.00    0.02  320640/320640      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [17]
-----------------------------------------------
                0.00    0.02  320640/320640      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [16]
[17]     9.5    0.00    0.02  320640         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [17]
                0.02    0.00 4235441/4235441     __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [15]
-----------------------------------------------
                0.00    0.00      96/86285       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [53]
                0.01    0.01   86189/86285       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [14]
[18]     9.1    0.01    0.01   86285         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [18]
                0.00    0.01   86285/86285       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [38]
                0.00    0.00  172570/2145383     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
-----------------------------------------------
                0.00    0.01   98628/271192      std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [39]
                0.00    0.01  172564/271192      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
[19]     7.6    0.00    0.02  271192         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [19]
                0.00    0.01  271193/271193      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [36]
                0.00    0.01  271192/271192      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [40]
-----------------------------------------------
                0.00    0.02  906109/906109      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
[20]     7.1    0.00    0.02  906109         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [20]
                0.01    0.01  906109/906109      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
-----------------------------------------------
                0.01    0.01  906109/906109      int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [20]
[21]     7.1    0.01    0.01  906109         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
                0.01    0.00 1812220/1812220     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [44]
                0.00    0.00  906110/906110      int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [98]
-----------------------------------------------
                0.00    0.02  172568/172568      int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [23]
[22]     7.1    0.00    0.02  172568         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
                0.00    0.02  906109/906109      int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [20]
-----------------------------------------------
                0.00    0.02  172568/172568      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
[23]     7.1    0.00    0.02  172568         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [23]
                0.00    0.02  172568/172568      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
-----------------------------------------------
                0.00    0.02   98625/98625       indexToPerm(int, int) [10]
[24]     7.1    0.00    0.02   98625         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [24]
                0.01    0.00   98625/98625       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [32]
                0.00    0.01   98625/98625       std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [45]
                0.00    0.00   98625/98625       std::vector<int, std::allocator<int> >::cbegin() const [141]
                0.00    0.00   98625/345351      std::vector<int, std::allocator<int> >::begin() [118]
                0.00    0.00   98625/3673955     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [85]
-----------------------------------------------
                0.00    0.00       1/10853258     _GLOBAL__sub_I__Z11indexToPermii [1]
                0.00    0.00       7/10853258     main [8]
                0.00    0.00   86282/10853258     permToIndex(std::vector<int, std::allocator<int> > const&) [3]
                0.00    0.00  101659/10853258     isIdentity(std::vector<int, std::allocator<int> > const&) [52]
                0.00    0.00  172565/10853258     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
                0.00    0.00  431423/10853258     Swap(std::vector<int, std::allocator<int> > const&, int) [9]
                0.01    0.00 10061321/10853258     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [37]
[25]     4.8    0.01    0.00 10853258         std::vector<int, std::allocator<int> >::size() const [25]
-----------------------------------------------
                0.01    0.00 4235438/4235438     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [28]
[26]     4.8    0.01    0.00 4235438         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [26]
                0.00    0.00 4235437/4235437     __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [84]
-----------------------------------------------
                0.00    0.00   98627/2724838     std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [51]
                0.00    0.00  906103/2724838     std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [50]
                0.01    0.00 1720108/2724838     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [40]
[27]     4.8    0.01    0.00 2724838         std::allocator<int>::allocator(std::allocator<int> const&) [27]
                0.00    0.00  542385/542385      __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [114]
-----------------------------------------------
                0.00    0.00      37/1769594     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [54]
                0.00    0.00   49450/1769594     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
                0.00    0.01 1720107/1769594     std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [36]
[28]     4.8    0.00    0.01 1769594         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [28]
                0.01    0.00 4235438/4235438     std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [26]
-----------------------------------------------
                0.00    0.00  101659/718837      isIdentity(std::vector<int, std::allocator<int> > const&) [52]
                0.00    0.00  272039/718837      Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
                0.00    0.00  345139/718837      Swap(std::vector<int, std::allocator<int> > const&, int) [9]
[29]     4.8    0.01    0.00  718837         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [29]
-----------------------------------------------
                0.01    0.00  172568/172568      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
[30]     4.8    0.01    0.00  172568         std::vector<int, std::allocator<int> >::end() const [30]
                0.00    0.00  172568/443761      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [115]
-----------------------------------------------
                0.00    0.00       7/98976       std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [55]
                0.00    0.00      74/98976       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [54]
                0.01    0.00   98895/98976       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
[31]     4.8    0.01    0.00   98976         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [31]
                0.00    0.00 5030653/5030653     std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [74]
-----------------------------------------------
                0.01    0.00   98625/98625       std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [24]
[32]     4.8    0.01    0.00   98625         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [32]
                0.00    0.00  197250/2018196     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [90]
-----------------------------------------------
                0.00    0.00     192/2145383     void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [53]
                0.00    0.00  172570/2145383     void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [14]
                0.00    0.00  172570/2145383     void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [18]
                0.00    0.00  900025/2145383     void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [38]
                0.00    0.00  900026/2145383     std::pair<int, int>::pair<int&, int&, true>(int&, int&) [48]
[33]     4.8    0.01    0.00 2145383         int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
-----------------------------------------------
                0.01    0.00  653363/653363      std::allocator<int>::~allocator() [35]
[34]     4.8    0.01    0.00  653363         __gnu_cxx::new_allocator<int>::~new_allocator() [34]
-----------------------------------------------
                0.00    0.00      15/653362      main [8]
                0.00    0.00   12329/653362      indexToPerm(int, int) [10]
                0.00    0.00   86285/653362      Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
                0.00    0.00   98628/653362      std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [51]
                0.00    0.00  172567/653362      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [6]
                0.00    0.00  283538/653362      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [47]
[35]     4.8    0.00    0.01  653362         std::allocator<int>::~allocator() [35]
                0.01    0.00  653363/653363      __gnu_cxx::new_allocator<int>::~new_allocator() [34]
-----------------------------------------------
                0.00    0.01  271193/271193      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [19]
[36]     4.6    0.00    0.01  271193         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [36]
                0.00    0.01 1720107/1769594     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [28]
-----------------------------------------------
                0.00    0.00      37/49488       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [54]
                0.00    0.01   49451/49488       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
[37]     4.4    0.00    0.01   49488         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [37]
                0.01    0.00 10061321/10853258     std::vector<int, std::allocator<int> >::size() const [25]
                0.00    0.00 5030661/5030661     std::vector<int, std::allocator<int> >::max_size() const [73]
                0.00    0.00 2515330/2515628     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.01   86285/86285       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [18]
[38]     4.0    0.00    0.01   86285         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [38]
                0.00    0.00  450013/450013      std::pair<int, int>::pair<int&, int&, true>(int&, int&) [48]
                0.00    0.00  900025/2145383     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00  450013/7242659     operator new(unsigned long, void*) [66]
-----------------------------------------------
                0.00    0.00      15/98626       main [8]
                0.00    0.00   12328/98626       indexToPerm(int, int) [10]
                0.00    0.01   86283/98626       Parent1(std::vector<int, std::allocator<int> > const&, int, int) [4]
[39]     3.7    0.00    0.01   98626         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [39]
                0.00    0.01   98628/271192      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [19]
                0.00    0.00   98626/98626       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [51]
                0.00    0.00   98629/98629       std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [138]
-----------------------------------------------
                0.00    0.01  271192/271192      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [19]
[40]     3.0    0.00    0.01  271192         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [40]
                0.01    0.00 1720108/2724838     std::allocator<int>::allocator(std::allocator<int> const&) [27]
                0.00    0.00 1720107/1732454     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [92]
-----------------------------------------------
                0.01    0.00 3320747/3320747     int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [42]
[41]     2.4    0.01    0.00 3320747         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [41]
-----------------------------------------------
                0.00    0.01 3320747/3320747     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [43]
[42]     2.4    0.00    0.01 3320747         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [42]
                0.01    0.00 3320747/3320747     int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [41]
-----------------------------------------------
