Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     161/1539        Parent1(std::vector<int, std::allocator<int> > const&, int, int) [117]
                0.00    0.00     236/1539        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [84]
                0.00    0.00     367/1539        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [74]
                0.00    0.00     696/1539        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [42]
[15]     0.0    0.00    0.00    1539         std::allocator<int>::~allocator() [15]
                0.00    0.00    1488/1488        __gnu_cxx::new_allocator<int>::~new_allocator() [17]
-----------------------------------------------
                0.00    0.00     181/1506        std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [115]
                0.00    0.00    1325/1506        void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [103]
[16]     0.0    0.00    0.00    1506         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [16]
                0.00    0.00    3094/4538        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [8]
-----------------------------------------------
                0.00    0.00    1488/1488        std::allocator<int>::~allocator() [15]
[17]     0.0    0.00    0.00    1488         __gnu_cxx::new_allocator<int>::~new_allocator() [17]
-----------------------------------------------
                0.00    0.00     648/1460        std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [48]
                0.00    0.00     812/1460        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [35]
[18]     0.0    0.00    0.00    1460         __gnu_cxx::new_allocator<int>::max_size() const [18]
-----------------------------------------------
                0.00    0.00      48/1392        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [157]
                0.00    0.00     329/1392        void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [124]
                0.00    0.00     331/1392        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [120]
                0.00    0.00     339/1392        std::pair<int, int>::pair<int&, int&, true>(int&, int&) [122]
                0.00    0.00     345/1392        void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [126]
[19]     0.0    0.00    0.00    1392         int& std::forward<int&>(std::remove_reference<int&>::type&) [19]
-----------------------------------------------
                0.00    0.00       4/1162        void std::_Construct<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >>(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*) [183]
                0.00    0.00     167/1162        void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [124]
                0.00    0.00     239/1162        void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [91]
                0.00    0.00     752/1162        void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [38]
[20]     0.0    0.00    0.00    1162         operator new(unsigned long, void*) [20]
-----------------------------------------------
                0.00    0.00    1152/1152        std::allocator<int>::allocator(std::allocator<int> const&) [22]
[21]     0.0    0.00    0.00    1152         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [21]
-----------------------------------------------
                0.00    0.00     241/1134        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [84]
                0.00    0.00     321/1134        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [81]
                0.00    0.00     572/1134        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [59]
[22]     0.0    0.00    0.00    1134         std::allocator<int>::allocator(std::allocator<int> const&) [22]
                0.00    0.00    1152/1152        __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [21]
-----------------------------------------------
                0.00    0.00     419/1114        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [111]
                0.00    0.00     695/1114        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [43]
[23]     0.0    0.00    0.00    1114         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [23]
-----------------------------------------------
                0.00    0.00    1105/1105        void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [103]
[24]     0.0    0.00    0.00    1105         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [24]
-----------------------------------------------
                0.00    0.00      17/1096        findR(std::vector<int, std::allocator<int> > const&) [167]
                0.00    0.00      53/1096        FindPosition(std::vector<int, std::allocator<int> > const&, int, int) [151]
                0.00    0.00     192/1096        isIdentity(std::vector<int, std::allocator<int> > const&) [121]
                0.00    0.00     410/1096        Swap(std::vector<int, std::allocator<int> > const&, int) [118]
                0.00    0.00     424/1096        Parent1(std::vector<int, std::allocator<int> > const&, int, int) [117]
[25]     0.0    0.00    0.00    1096         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [25]
-----------------------------------------------
                0.00    0.00    1054/1054        void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [103]
[26]     0.0    0.00    0.00    1054         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [26]
-----------------------------------------------
                0.00    0.00     199/856         std::vector<int, std::allocator<int> >::cbegin() const [110]
                0.00    0.00     326/856         std::vector<int, std::allocator<int> >::end() const [69]
                0.00    0.00     331/856         std::vector<int, std::allocator<int> >::begin() const [70]
[27]     0.0    0.00    0.00     856         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [27]
-----------------------------------------------
                0.00    0.00      32/815         FindPosition(std::vector<int, std::allocator<int> > const&, int, int) [151]
                0.00    0.00     150/815         Parent1(std::vector<int, std::allocator<int> > const&, int, int) [117]
                0.00    0.00     193/815         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [112]
                0.00    0.00     199/815         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [116]
                0.00    0.00     241/815         indexToPerm(int, int) [149]
[28]     0.0    0.00    0.00     815         std::vector<int, std::allocator<int> >::begin() [28]
                0.00    0.00     830/2335        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [10]
-----------------------------------------------
                0.00    0.00     199/807         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [112]
                0.00    0.00     608/807         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
[29]     0.0    0.00    0.00     807         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [29]
                0.00    0.00     799/799         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [30]
-----------------------------------------------
                0.00    0.00     799/799         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [29]
[30]     0.0    0.00    0.00     799         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [30]
                0.00    0.00     761/761         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00      93/763         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [128]
                0.00    0.00     184/763         indexToPerm(int, int) [149]
                0.00    0.00     192/763         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [116]
                0.00    0.00     294/763         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [115]
[31]     0.0    0.00    0.00     763         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [31]
                0.00    0.00     791/2335        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [10]
-----------------------------------------------
                0.00    0.00     761/761         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [30]
[32]     0.0    0.00    0.00     761         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00     209/752         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [112]
                0.00    0.00     543/752         std::vector<int, std::allocator<int> >::push_back(int const&) [37]
[33]     0.0    0.00    0.00     752         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [33]
                0.00    0.00     735/1686        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [13]
                0.00    0.00     734/734         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [38]
-----------------------------------------------
                0.00    0.00     739/739         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [36]
[34]     0.0    0.00    0.00     739         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [34]
                0.00    0.00     738/738         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [35]
-----------------------------------------------
                0.00    0.00     738/738         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [34]
[35]     0.0    0.00    0.00     738         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [35]
                0.00    0.00     812/1460        __gnu_cxx::new_allocator<int>::max_size() const [18]
-----------------------------------------------
                0.00    0.00     194/737         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [112]
                0.00    0.00     543/737         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
[36]     0.0    0.00    0.00     737         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [36]
                0.00    0.00     739/739         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [34]
-----------------------------------------------
                0.00    0.00     197/737         indexToPerm(int, int) [149]
                0.00    0.00     540/737         main [6]
[37]     0.0    0.00    0.00     737         std::vector<int, std::allocator<int> >::push_back(int const&) [37]
                0.00    0.00     543/752         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [33]
                0.00    0.00     213/711         std::vector<int, std::allocator<int> >::end() [41]
                0.00    0.00     201/201         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [112]
-----------------------------------------------
                0.00    0.00     734/734         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [33]
[38]     0.0    0.00    0.00     734         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [38]
                0.00    0.00     752/1162        operator new(unsigned long, void*) [20]
                0.00    0.00     730/1686        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [13]
-----------------------------------------------
                0.00    0.00     334/731         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [74]
                0.00    0.00     397/731         std::vector<int, std::allocator<int> >::max_size() const [64]
[39]     0.0    0.00    0.00     731         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [39]
-----------------------------------------------
                0.00    0.00     243/725         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [87]
                0.00    0.00     482/725         std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [143]
[40]     0.0    0.00    0.00     725         std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [40]
-----------------------------------------------
                0.00    0.00      28/711         FindPosition(std::vector<int, std::allocator<int> > const&, int, int) [151]
                0.00    0.00      40/711         indexToPerm(int, int) [149]
                0.00    0.00     142/711         Parent1(std::vector<int, std::allocator<int> > const&, int, int) [117]
                0.00    0.00     213/711         std::vector<int, std::allocator<int> >::push_back(int const&) [37]
                0.00    0.00     288/711         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [115]
[41]     0.0    0.00    0.00     711         std::vector<int, std::allocator<int> >::end() [41]
                0.00    0.00     714/2335        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [10]
-----------------------------------------------
                0.00    0.00     706/706         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
[42]     0.0    0.00    0.00     706         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [42]
                0.00    0.00     696/1539        std::allocator<int>::~allocator() [15]
-----------------------------------------------
                0.00    0.00      27/671         bool std::equal<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [169]
                0.00    0.00     644/671         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [73]
[43]     0.0    0.00    0.00     671         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [43]
                0.00    0.00     695/1114        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [23]
-----------------------------------------------
                0.00    0.00     665/665         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [75]
[44]     0.0    0.00    0.00     665         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [44]
-----------------------------------------------
                0.00    0.00      20/658         main [6]
                0.00    0.00      40/658         FindPosition(std::vector<int, std::allocator<int> > const&, int, int) [151]
                0.00    0.00      45/658         indexToPerm(int, int) [149]
                0.00    0.00     166/658         Parent1(std::vector<int, std::allocator<int> > const&, int, int) [117]
                0.00    0.00     177/658         permToIndex(std::vector<int, std::allocator<int> > const&) [125]
                0.00    0.00     210/658         _GLOBAL__sub_I__Z11indexToPermii [193]
[45]     0.0    0.00    0.00     658         std::vector<int, std::allocator<int> >::~vector() [45]
                0.00    0.00     643/1641        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [14]
                0.00    0.00     591/591         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [52]
                0.00    0.00     577/577         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
-----------------------------------------------
                0.00    0.00       1/654         std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::_S_max_size(std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [212]
                0.00    0.00      39/654         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [145]
                0.00    0.00     614/654         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [47]
[46]     0.0    0.00    0.00     654         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00     223/653         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [84]
                0.00    0.00     430/653         std::vector<int, std::allocator<int> >::max_size() const [64]
[47]     0.0    0.00    0.00     653         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [47]
                0.00    0.00     632/632         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [48]
                0.00    0.00     614/654         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00     632/632         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [47]
[48]     0.0    0.00    0.00     632         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [48]
                0.00    0.00     648/1460        __gnu_cxx::new_allocator<int>::max_size() const [18]
-----------------------------------------------
                0.00    0.00     614/614         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [52]
[49]     0.0    0.00    0.00     614         void std::_Destroy<int*>(int*, int*) [49]
                0.00    0.00     553/553         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [56]
-----------------------------------------------
                0.00    0.00     261/607         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [98]
                0.00    0.00     346/607         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [73]
[50]     0.0    0.00    0.00     607         int* std::__niter_wrap<int*>(int* const&, int*) [50]
-----------------------------------------------
                0.00    0.00      40/595         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [137]
                0.00    0.00     555/595         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [59]
[51]     0.0    0.00    0.00     595         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [51]
-----------------------------------------------
                0.00    0.00     591/591         std::vector<int, std::allocator<int> >::~vector() [45]
[52]     0.0    0.00    0.00     591         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [52]
                0.00    0.00     614/614         void std::_Destroy<int*>(int*, int*) [49]
-----------------------------------------------
                0.00    0.00      45/579         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [157]
                0.00    0.00      46/579         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [155]
                0.00    0.00     488/579         bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [85]
[53]     0.0    0.00    0.00     579         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [53]
-----------------------------------------------
                0.00    0.00     577/577         std::vector<int, std::allocator<int> >::~vector() [45]
[54]     0.0    0.00    0.00     577         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
                0.00    0.00     706/706         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [42]
                0.00    0.00     608/807         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [29]
-----------------------------------------------
                0.00    0.00     568/568         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [58]
[55]     0.0    0.00    0.00     568         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
                0.00    0.00     543/737         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [36]
-----------------------------------------------
                0.00    0.00     553/553         void std::_Destroy<int*>(int*, int*) [49]
[56]     0.0    0.00    0.00     553         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [56]
-----------------------------------------------
                0.00    0.00     533/533         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [123]
[57]     0.0    0.00    0.00     533         std::remove_reference<int&>::type&& std::move<int&>(int&) [57]
-----------------------------------------------
                0.00    0.00     228/530         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [100]
                0.00    0.00     302/530         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [74]
[58]     0.0    0.00    0.00     530         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [58]
                0.00    0.00     568/568         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
                0.00    0.00     529/529         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [59]
-----------------------------------------------
                0.00    0.00     529/529         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [58]
[59]     0.0    0.00    0.00     529         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [59]
                0.00    0.00     572/1134        std::allocator<int>::allocator(std::allocator<int> const&) [22]
                0.00    0.00     555/595         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [51]
-----------------------------------------------
                0.00    0.00     239/481         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [86]
                0.00    0.00     242/481         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [91]
[60]     0.0    0.00    0.00     481         std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [60]
-----------------------------------------------
                0.00    0.00     111/425         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [128]
                0.00    0.00     314/425         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [129]
[61]     0.0    0.00    0.00     425         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [61]
                0.00    0.00     445/4538        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [8]
-----------------------------------------------
                0.00    0.00     403/403         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [112]
[62]     0.0    0.00    0.00     403         std::vector<int, std::allocator<int> >::_S_use_relocate() [62]
                0.00    0.00     402/402         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [63]
-----------------------------------------------
                0.00    0.00     402/402         std::vector<int, std::allocator<int> >::_S_use_relocate() [62]
[63]     0.0    0.00    0.00     402         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [63]
-----------------------------------------------
                0.00    0.00     401/401         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [107]
[64]     0.0    0.00    0.00     401         std::vector<int, std::allocator<int> >::max_size() const [64]
                0.00    0.00     430/653         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [47]
                0.00    0.00     397/731         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [39]
-----------------------------------------------
                0.00    0.00     390/390         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [68]
[65]     0.0    0.00    0.00     390         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [65]
                0.00    0.00    1184/1764        int* std::__niter_base<int*>(int*) [12]
                0.00    0.00     385/385         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [66]
-----------------------------------------------
                0.00    0.00     385/385         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [65]
[66]     0.0    0.00    0.00     385         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [66]
-----------------------------------------------
